INVOICENO,"STOCK CODE",Description,Quantity,InvoiceDate,UNITPRICE,CustomerID,Country,Name,Age
537465,22565,"FELTCRAFT HAIRBANDS PINK AND WHITE ",3,"12-01-2010 11:57",0.85,17126,"United Kingdom",NULL,NULL
537466,22472,"TV DINNER TRAY DOLLY GIRL",2,"12-01-2010 11:57",4.95,15224,"United Kingdom",NULL,NULL
537467,22557,"PLASTERS IN TIN VINTAGE PAISLEY ",3,"12-01-2010 11:57",1.65,14577,"United Kingdom",NULL,NULL
537468,22551,"PLASTERS IN TIN SPACEBOY",3,"12-01-2010 11:57",1.65,12753,"United Kingdom",NULL,NULL
537469,22554,"PLASTERS IN TIN WOODLAND ANIMALS",3,"12-01-2010 11:57",1.65,17236,"United Kingdom",NULL,NULL
537470,22534,"MAGIC DRAWING SLATE SPACEBOY ",3,"12-01-2010 11:57",0.42,17372,"United Kingdom",NULL,NULL
537471,22531,"MAGIC DRAWING SLATE CIRCUS PARADE  ",3,"12-01-2010 11:57",0.42,16367,"United Kingdom",NULL,NULL
537472,22529,"MAGIC DRAWING SLATE GO TO THE FAIR ",3,"12-01-2010 11:57",0.42,12875,"United Kingdom",NULL,NULL
537476,22530,"MAGIC DRAWING SLATE DOLLY GIRL ",3,"12-01-2010 11:57",0.42,17917,"United Kingdom",NULL,NULL
537484,84032,"CHARLIE + LOLA RED HOT WATER BOTTLE",3,"12-01-2010 11:57",2.95,16010,"United Kingdom",NULL,NULL
537489,22837,"HOT WATER BOTTLE BABUSHKA ",3,"12-01-2010 11:57",4.65,17085,"United Kingdom",NULL,NULL
537509,85049,"URBAN BLACK RIBBONS ",2,"12-01-2010 11:57",1.25,13668,"United Kingdom",NULL,NULL
537523,22749,"FELTCRAFT PRINCESS CHARLOTTE DOLL",2,"12-01-2010 11:57",3.75,14684,"United Kingdom",NULL,NULL
537530,22807,"SET OF 6 T-LIGHTS TOADSTOOLS",12,"12-01-2010 11:57",2.95,17188,"United Kingdom",NULL,NULL
537534,21494,"ROTATING LEAVES T-LIGHT HOLDER",12,"12-01-2010 11:58",1.25,15547,"United Kingdom",NULL,NULL
537538,21915,"RED  HARMONICA IN BOX ",72,"12-01-2010 11:58",1.25,15998,"United Kingdom",NULL,NULL
537567,22938,"CUPCAKE LACE PAPER SET 6",12,"12-01-2010 11:58",1.95,14413,"United Kingdom",NULL,NULL
537572,22768,"FAMILY PHOTO FRAME CORNICE",4,"12-01-2010 11:58",9.95,18004,"United Kingdom",NULL,NULL
537592,22767,"TRIPLE PHOTO FRAME CORNICE ",4,"12-01-2010 11:58",9.95,13959,"United Kingdom",NULL,NULL
537593,82494,"WOODEN FRAME ANTIQUE WHITE ",6,"12-01-2010 11:58",2.95,16665,"United Kingdom",NULL,NULL
537594,21889,"WOODEN BOX OF DOMINOES",12,"12-01-2010 12:03",1.25,15454,"United Kingdom",NULL,NULL
537595,21892,"TRADITIONAL WOODEN CATCH CUP GAME ",12,"12-01-2010 12:03",1.25,15044,"United Kingdom",NULL,NULL
537596,21891,"TRADITIONAL WOODEN SKIPPING ROPE",12,"12-01-2010 12:03",1.25,17937,"United Kingdom",NULL,NULL
537598,21890,"S/6 WOODEN SKITTLES IN COTTON BAG",6,"12-01-2010 12:03",2.95,14608,"United Kingdom",NULL,NULL
537599,21718,"RED METAL BEACH SPADE ",12,"12-01-2010 12:03",1.25,17618,"United Kingdom",NULL,NULL
537601,21716,"BOYS VINTAGE TIN SEASIDE BUCKET",8,"12-01-2010 12:03",2.55,14505,"United Kingdom",NULL,NULL
537602,21715,"GIRLS VINTAGE TIN SEASIDE BUCKET",8,"12-01-2010 12:03",2.55,18037,"United Kingdom",NULL,NULL
537603,22113,"GREY HEART HOT WATER BOTTLE",4,"12-01-2010 12:03",3.75,13198,"United Kingdom",NULL,NULL
537604,22111,"SCOTTIE DOG HOT WATER BOTTLE",3,"12-01-2010 12:03",4.95,12540,"United Kingdom",NULL,NULL
537605,22110,"BIRD HOUSE HOT WATER BOTTLE",6,"12-01-2010 12:03",2.55,13225,"United Kingdom",NULL,NULL
537606,22358,"KINGS CHOICE TEA CADDY ",6,"12-01-2010 12:03",2.95,15361,"United Kingdom",NULL,NULL
537607,22357,"KINGS CHOICE BISCUIT TIN",4,"12-01-2010 12:03",4.25,15689,"United Kingdom",NULL,NULL
537608,22115,"METAL SIGN EMPIRE TEA",6,"12-01-2010 12:03",2.95,14290,"United Kingdom",NULL,NULL
537609,22969,"HOMEMADE JAM SCENTED CANDLES",12,"12-01-2010 12:03",1.45,13209,"United Kingdom",NULL,NULL
537611,22619,"SET OF 6 SOLDIER SKITTLES",4,"12-01-2010 12:08",3.75,13999,"United Kingdom",NULL,NULL
537612,21481,"FAWN BLUE HOT WATER BOTTLE",6,"12-01-2010 12:08",2.95,14498,"United Kingdom",NULL,NULL
537614,22632,"HAND WARMER RED RETROSPOT",12,"12-01-2010 12:08",2.1,15854,"United Kingdom",NULL,NULL
537615,22837,"HOT WATER BOTTLE BABUSHKA ",8,"12-01-2010 12:08",4.65,16701,"United Kingdom",NULL,NULL
537616,21479,"WHITE SKULL HOT WATER BOTTLE ",8,"12-01-2010 12:08",3.75,16927,"United Kingdom",NULL,NULL
537617,21485,"RETROSPOT HEART HOT WATER BOTTLE",8,"12-01-2010 12:08",4.95,17990,"United Kingdom",NULL,NULL
537618,84029,"RED WOOLLY HOTTIE WHITE HEART.",8,"12-01-2010 12:08",3.75,14544,"United Kingdom",NULL,NULL
537619,22111,"SCOTTIE DOG HOT WATER BOTTLE",16,"12-01-2010 12:08",4.95,17338,"United Kingdom",NULL,NULL
537620,22113,"GREY HEART HOT WATER BOTTLE",8,"12-01-2010 12:08",3.75,17231,"United Kingdom",NULL,NULL
537621,22837,"HOT WATER BOTTLE BABUSHKA ",8,"12-01-2010 12:08",4.65,17799,"United Kingdom",NULL,NULL
537622,22585,"PACK OF 6 BIRDY GIFT TAGS",12,"12-01-2010 12:08",1.25,14565,"United Kingdom",NULL,NULL
537623,79321,"CHILLI LIGHTS",8,"12-01-2010 12:08",4.95,16726,"United Kingdom",NULL,NULL
537624,22637,"PIGGY BANK RETROSPOT ",12,"12-01-2010 12:08",2.55,17303,"United Kingdom",NULL,NULL
537625,21556,"CERAMIC STRAWBERRY MONEY BOX",6,"12-01-2010 12:08",2.55,14639,"United Kingdom",NULL,NULL
537626,22646,"CERAMIC STRAWBERRY CAKE MONEY BANK",12,"12-01-2010 12:08",1.45,17611,"United Kingdom",NULL,NULL
537627,22644,"CERAMIC CHERRY CAKE MONEY BANK",12,"12-01-2010 12:08",1.45,17179,"United Kingdom",NULL,NULL
537628,22645,"CERAMIC HEART FAIRY CAKE MONEY BANK",12,"12-01-2010 12:08",1.45,17524,"United Kingdom",NULL,NULL
537629,22650,"CERAMIC PIRATE CHEST MONEY BANK",12,"12-01-2010 12:08",1.45,12476,"United Kingdom",NULL,NULL
537631,22508,"DOORSTOP RETROSPOT HEART",8,"12-01-2010 12:08",3.75,17293,"United Kingdom",NULL,NULL
537633,21411,"GINGHAM HEART  DOORSTOP RED",3,"12-01-2010 12:08",4.25,17890,"United Kingdom",NULL,NULL
537634,22511,"RETROSPOT BABUSHKA DOORSTOP",4,"12-01-2010 12:08",3.75,17375,"United Kingdom",NULL,NULL
537635,22451,"SILK PURSE BABUSHKA RED",6,"12-01-2010 12:08",3.35,17371,"United Kingdom",NULL,NULL
537636,22449,"SILK PURSE BABUSHKA PINK",6,"12-01-2010 12:08",3.35,17969,"United Kingdom",NULL,NULL
537637,22768,"FAMILY PHOTO FRAME CORNICE",2,"12-01-2010 12:08",9.95,15159,"United Kingdom",NULL,NULL
537638,22829,"SWEETHEART WIRE WALL TIDY",2,"12-01-2010 12:08",9.95,13211,"United Kingdom",NULL,NULL
537639,22961,"JAM MAKING SET PRINTED",12,"12-01-2010 12:08",1.45,15777,"United Kingdom",NULL,NULL
537640,21154,"RED RETROSPOT OVEN GLOVE ",200,"12-01-2010 12:12",1.06,14525,"United Kingdom",NULL,NULL
537641,22189,"CREAM HEART CARD HOLDER",72,"12-01-2010 12:12",3.39,13324,"United Kingdom",NULL,NULL
537642,17021,"NAMASTE SWAGAT INCENSE",600,"12-01-2010 12:12",0.24,13802,"United Kingdom",NULL,NULL
537643,22059,"CERAMIC STRAWBERRY DESIGN MUG",48,"12-01-2010 12:12",1.25,13948,"United Kingdom",NULL,NULL
537645,22188,"BLACK HEART CARD HOLDER",36,"12-01-2010 12:12",3.39,13008,"United Kingdom",NULL,NULL
537646,84678,"CLASSICAL ROSE SMALL VASE",48,"12-01-2010 12:12",1.25,14206,"United Kingdom",NULL,NULL
537648,85172,"HYACINTH BULB T-LIGHT CANDLES",32,"12-01-2010 12:15",0.42,16202,"United Kingdom",NULL,NULL
537649,22142,"CHRISTMAS CRAFT WHITE FAIRY ",2,"12-01-2010 12:15",1.45,16442,"United Kingdom",NULL,NULL
537650,22144,"CHRISTMAS CRAFT LITTLE FRIENDS",2,"12-01-2010 12:15",2.1,18075,"United Kingdom",NULL,NULL
537653,21591,"COSY HOUR CIGAR BOX MATCHES ",6,"12-01-2010 12:15",1.25,15468,"United Kingdom",NULL,NULL
537654,22480,"RED TEA TOWEL CLASSIC DESIGN",12,"12-01-2010 12:15",1.25,16570,"United Kingdom",NULL,NULL
537655,22294,"HEART FILIGREE DOVE  SMALL",48,"12-01-2010 12:15",1.25,14524,"United Kingdom",NULL,NULL
537656,21156,"RETROSPOT CHILDRENS APRON",1,"12-01-2010 12:15",1.95,18141,"United Kingdom",NULL,NULL
537657,10133,"COLOURING PENCILS BROWN TUBE",5,"12-01-2010 12:15",0.85,12434,"United Kingdom",NULL,NULL
537658,72800,"4 IVORY DINNER CANDLES SILVER FLOCK",6,"12-01-2010 12:15",2.55,16810,"United Kingdom",NULL,NULL
537659,22294,"HEART FILIGREE DOVE  SMALL",24,"12-01-2010 12:15",1.25,14961,"United Kingdom",NULL,NULL
537664,84836,"ZINC METAL HEART DECORATION",12,"12-01-2010 12:15",1.25,17041,"United Kingdom",NULL,NULL
537665,20774,"GREEN FERN NOTEBOOK",2,"12-01-2010 12:15",1.65,16458,"United Kingdom",NULL,NULL
537666,20773,"BLUE PAISLEY NOTEBOOK",2,"12-01-2010 12:15",1.65,16083,"United Kingdom",NULL,NULL
537667,20777,"CHRYSANTHEMUM NOTEBOOK",2,"12-01-2010 12:15",1.65,16262,"United Kingdom",NULL,NULL
537668,16016,"LARGE CHINESE STYLE SCISSOR",10,"12-01-2010 12:15",0.85,17194,"United Kingdom",NULL,NULL
537669,16014,"SMALL CHINESE STYLE SCISSOR",10,"12-01-2010 12:15",0.42,14057,"United Kingdom",NULL,NULL
537670,21890,"S/6 WOODEN SKITTLES IN COTTON BAG",2,"12-01-2010 12:15",2.95,14871,"United Kingdom",NULL,NULL
537671,21891,"TRADITIONAL WOODEN SKIPPING ROPE",2,"12-01-2010 12:15",1.25,13178,"United Kingdom",NULL,NULL
537672,22619,"SET OF 6 SOLDIER SKITTLES",8,"12-01-2010 12:15",3.75,18044,"United Kingdom",NULL,NULL
537673,22620,"4 TRADITIONAL SPINNING TOPS",6,"12-01-2010 12:15",1.25,16812,"United Kingdom",NULL,NULL
537674,84347,"ROTATING SILVER ANGELS T-LIGHT HLDR",12,"12-01-2010 12:15",2.55,16191,"United Kingdom",NULL,NULL
537675,85169,"BLACK LOVE BIRD CANDLE",24,"12-01-2010 12:15",1.25,12370,"United Kingdom",NULL,NULL
537676,21156,"RETROSPOT CHILDRENS APRON",3,"12-01-2010 12:15",1.95,14298,"United Kingdom",NULL,NULL
537677,21651,"HANGING GLASS ETCHED TEALIGHT",6,"12-01-2010 12:15",1.65,17158,"United Kingdom",NULL,NULL
537678,21651,"HANGING GLASS ETCHED TEALIGHT",6,"12-01-2010 12:15",1.65,14415,"United Kingdom",NULL,NULL
537679,84625,"BLUE NEW BAROQUE CANDLESTICK CANDLE",10,"12-01-2010 12:15",2.95,16899,"United Kingdom",NULL,NULL
537680,22618,"COOKING SET RETROSPOT",2,"12-01-2010 12:15",9.95,16531,"United Kingdom",NULL,NULL
537681,21586,"KINGS CHOICE GIANT TUBE MATCHES",4,"12-01-2010 12:15",2.55,17404,"United Kingdom",NULL,NULL
537682,21587,"COSY HOUR GIANT TUBE MATCHES",4,"12-01-2010 12:15",2.55,16556,"United Kingdom",NULL,NULL
537683,22152,"PLACE SETTING WHITE STAR",24,"12-01-2010 12:15",0.42,16805,"United Kingdom",NULL,NULL
537684,85172,"HYACINTH BULB T-LIGHT CANDLES",16,"12-01-2010 12:15",0.42,16503,"United Kingdom",NULL,NULL
537685,84754,"S/15 SILVER GLASS BAUBLES IN BAG",24,"12-01-2010 12:15",1.25,17739,"United Kingdom",NULL,NULL
537686,22670,"FRENCH WC SIGN BLUE METAL",12,"12-01-2010 12:22",1.25,13238,"United Kingdom",NULL,NULL
537687,21586,"KINGS CHOICE GIANT TUBE MATCHES",12,"12-01-2010 12:22",2.55,12829,"United Kingdom",NULL,NULL
537688,84992,"72 SWEETHEART FAIRY CAKE CASES",24,"12-01-2010 12:22",0.55,13097,"United Kingdom",NULL,NULL
537689,84879,"ASSORTED COLOUR BIRD ORNAMENT",24,"12-01-2010 12:22",1.69,12867,"United Kingdom",NULL,NULL
537690,84849,"FAIRY SOAP SOAP HOLDER",12,"12-01-2010 12:22",1.69,15392,"United Kingdom",NULL,NULL
537691,22927,"GREEN GIANT GARDEN THERMOMETER",2,"12-01-2010 12:22",5.95,13846,"United Kingdom",NULL,NULL
537692,22926,"IVORY GIANT GARDEN THERMOMETER",4,"12-01-2010 12:22",5.95,14401,"United Kingdom",NULL,NULL
537693,22925,"BLUE GIANT GARDEN THERMOMETER",2,"12-01-2010 12:22",5.95,16145,"United Kingdom",NULL,NULL
537694,21977,"PACK OF 60 PINK PAISLEY CAKE CASES",24,"12-01-2010 12:22",0.55,17629,"United Kingdom",NULL,NULL
537698,21485,"RETROSPOT HEART HOT WATER BOTTLE",6,"12-01-2010 12:22",4.95,14150,"United Kingdom",NULL,NULL
537700,21484,"CHICK GREY HOT WATER BOTTLE",8,"12-01-2010 12:22",3.45,13496,"United Kingdom",NULL,NULL
537707,21259,"VICTORIAN SEWING BOX SMALL ",2,"12-01-2010 12:22",5.95,13611,"United Kingdom",NULL,NULL
537738,21257,"VICTORIAN SEWING BOX MEDIUM",2,"12-01-2010 12:22",7.95,16954,"United Kingdom",NULL,NULL
537743,21121,"SET/10 RED POLKADOT PARTY CANDLES",24,"12-01-2010 12:22",1.25,17454,"United Kingdom",NULL,NULL
537746,82552,"WASHROOM METAL SIGN",12,"12-01-2010 12:22",1.45,17449,"United Kingdom",NULL,NULL
537751,90200,"BLACK SWEETHEART BRACELET",2,"12-01-2010 12:23",4.25,17230,"United Kingdom",NULL,NULL
537754,90059,"DIAMANTE HAIR GRIP PACK/2 BLACK DIA",2,"12-01-2010 12:23",1.65,12865,"United Kingdom",NULL,NULL
537755,90185,"BLACK DIAMANTE EXPANDABLE RING",2,"12-01-2010 12:23",4.25,15950,"United Kingdom",NULL,NULL
537756,90059,"DIAMANTE HAIR GRIP PACK/2 RUBY",3,"12-01-2010 12:23",1.65,15512,"United Kingdom",NULL,NULL
537757,90059,"DIAMANTE HAIR GRIP PACK/2 MONTANA",1,"12-01-2010 12:23",1.65,17525,"United Kingdom",NULL,NULL
537758,90200,"BLUE SWEETHEART BRACELET",1,"12-01-2010 12:23",4.25,13458,"United Kingdom",NULL,NULL
537759,90200,"PINK SWEETHEART BRACELET",3,"12-01-2010 12:23",4.25,14426,"United Kingdom",NULL,NULL
537760,90200,"PURPLE SWEETHEART BRACELET",1,"12-01-2010 12:23",4.25,16003,"United Kingdom",NULL,NULL
537761,22386,"JUMBO BAG PINK POLKADOT",1,"12-01-2010 12:23",1.95,13092,"United Kingdom",NULL,NULL
537762,85099,"JUMBO BAG RED RETROSPOT",1,"12-01-2010 12:23",1.95,13426,"United Kingdom",NULL,NULL
537763,84879,"ASSORTED COLOUR BIRD ORNAMENT",8,"12-01-2010 12:23",1.69,15101,"United Kingdom",NULL,NULL
537764,22086,"PAPER CHAIN KIT 50'S CHRISTMAS ",1,"12-01-2010 12:23",2.95,17033,"United Kingdom",NULL,NULL
537765,22737,"RIBBON REEL CHRISTMAS PRESENT ",1,"12-01-2010 12:23",1.65,13221,"United Kingdom",NULL,NULL
537766,21260,"FIRST AID TIN",1,"12-01-2010 12:23",3.25,14201,"United Kingdom",NULL,NULL
537767,22744,"MAKE YOUR OWN MONSOON CARD KIT",2,"12-01-2010 12:23",2.95,17692,"United Kingdom",NULL,NULL
537768,21985,"PACK OF 12 HEARTS DESIGN TISSUES ",1,"12-01-2010 12:23",0.29,15822,"United Kingdom",NULL,NULL
537769,21980,"PACK OF 12 RED RETROSPOT TISSUES ",1,"12-01-2010 12:23",0.29,16134,"United Kingdom",NULL,NULL
537770,22988,"SOLDIERS EGG CUP ",1,"12-01-2010 12:23",1.25,17551,"United Kingdom",NULL,NULL
537771,22297,"HEART IVORY TRELLIS SMALL",1,"12-01-2010 12:23",1.25,18050,"United Kingdom",NULL,NULL
537772,22294,"HEART FILIGREE DOVE  SMALL",1,"12-01-2010 12:23",1.25,14913,"United Kingdom",NULL,NULL
537773,22295,"HEART FILIGREE DOVE LARGE",1,"12-01-2010 12:23",1.65,12666,"United Kingdom",NULL,NULL
537774,22813,"PACK 3 BOXES BIRD PANNETONE ",2,"12-01-2010 12:23",1.95,15641,"United Kingdom",NULL,NULL
537775,22812,"PACK 3 BOXES CHRISTMAS PANNETONE",6,"12-01-2010 12:23",1.95,13124,"United Kingdom",NULL,NULL
537780,22197,"SMALL POPCORN HOLDER",5,"12-01-2010 12:23",0.85,17214,"United Kingdom",NULL,NULL
537781,21977,"PACK OF 60 PINK PAISLEY CAKE CASES",1,"12-01-2010 12:23",0.55,15456,"United Kingdom",NULL,NULL
537788,22619,"SET OF 6 SOLDIER SKITTLES",1,"12-01-2010 12:23",3.75,15062,"United Kingdom",NULL,NULL
537789,16258,"SWIRLY CIRCULAR RUBBERS IN BAG",1,"12-01-2010 12:23",0.42,12928,"United Kingdom",NULL,NULL
537791,21992,"VINTAGE PAISLEY STATIONERY SET",1,"12-01-2010 12:23",2.95,15727,"United Kingdom",NULL,NULL
537792,22910,"PAPER CHAIN KIT VINTAGE CHRISTMAS",1,"12-01-2010 12:23",2.95,17980,"United Kingdom",NULL,NULL
537793,21124,"SET/10 BLUE POLKADOT PARTY CANDLES",1,"12-01-2010 12:23",1.25,15290,"United Kingdom",NULL,NULL
537794,22735,"RIBBON REEL SOCKS AND MITTENS",2,"12-01-2010 12:23",1.65,17752,"United Kingdom",NULL,NULL
537795,22952,"60 CAKE CASES VINTAGE CHRISTMAS",2,"12-01-2010 12:23",0.55,15615,"United Kingdom",NULL,NULL
537796,22945,"CHRISTMAS METAL TAGS ASSORTED ",6,"12-01-2010 12:23",0.85,12577,"United Kingdom",NULL,NULL
537797,21816,"CHRISTMAS TREE T-LIGHT HOLDER",2,"12-01-2010 12:23",1.45,17044,"United Kingdom",NULL,NULL
537798,21815,"STAR  T-LIGHT HOLDER ",4,"12-01-2010 12:23",1.45,13829,"United Kingdom",NULL,NULL
537799,21814,"HEART T-LIGHT HOLDER ",2,"12-01-2010 12:23",1.45,17633,"United Kingdom",NULL,NULL
537800,10125,"MINI FUNKY DESIGN TAPES",2,"12-01-2010 12:23",0.85,13266,"United Kingdom",NULL,NULL
537801,22810,"SET OF 6 T-LIGHTS SNOWMEN",1,"12-01-2010 12:23",2.95,17820,"United Kingdom",NULL,NULL
537802,22573,"STAR WOODEN CHRISTMAS DECORATION",1,"12-01-2010 12:23",0.85,15664,"United Kingdom",NULL,NULL
537803,22577,"WOODEN HEART CHRISTMAS SCANDINAVIAN",1,"12-01-2010 12:23",0.85,17189,"United Kingdom",NULL,NULL
537804,22603,"CHRISTMAS RETROSPOT TREE WOOD",2,"12-01-2010 12:23",0.85,17496,"United Kingdom",NULL,NULL
537805,22809,"SET OF 6 T-LIGHTS SANTA",1,"12-01-2010 12:23",2.95,16607,"United Kingdom",NULL,NULL
537806,20878,"SET/9 CHRISTMAS T-LIGHTS SCENTED ",1,"12-01-2010 12:23",1.25,13317,"United Kingdom",NULL,NULL
537807,20866,"BLUE ROSE FABRIC MIRROR",1,"12-01-2010 12:23",1.25,13890,"United Kingdom",NULL,NULL
537808,85095,"THREE CANVAS LUGGAGE TAGS",1,"12-01-2010 12:23",1.95,17001,"United Kingdom",NULL,NULL
537809,22333,"RETROSPOT PARTY BAG + STICKER SET",1,"12-01-2010 12:23",1.65,15246,"United Kingdom",NULL,NULL
537810,22557,"PLASTERS IN TIN VINTAGE PAISLEY ",1,"12-01-2010 12:23",1.65,16996,"United Kingdom",NULL,NULL
537811,21584,"RETROSPOT SMALL TUBE MATCHES",1,"12-01-2010 12:23",1.65,15482,"United Kingdom",NULL,NULL
537812,22866,"HAND WARMER SCOTTY DOG DESIGN",1,"12-01-2010 12:23",2.1,16037,"United Kingdom",NULL,NULL
537813,22731,"3D CHRISTMAS STAMPS STICKERS ",2,"12-01-2010 12:23",1.25,14841,"United Kingdom",NULL,NULL
537814,22866,"HAND WARMER SCOTTY DOG DESIGN",1,"12-01-2010 12:23",2.1,16670,"United Kingdom",NULL,NULL
537815,22866,"HAND WARMER SCOTTY DOG DESIGN",3,"12-01-2010 12:23",2.1,16985,"United Kingdom",NULL,NULL
537816,22558,"CLOTHES PEGS RETROSPOT PACK 24 ",2,"12-01-2010 12:23",1.49,16705,"United Kingdom",NULL,NULL
537817,22956,"36 FOIL HEART CAKE CASES",1,"12-01-2010 12:23",2.1,16470,"United Kingdom",NULL,NULL
537818,22945,"CHRISTMAS METAL TAGS ASSORTED ",6,"12-01-2010 12:23",0.85,14414,"United Kingdom",NULL,NULL
537819,22582,"PACK OF 6 SWEETIE GIFT BOXES",1,"12-01-2010 12:23",2.55,15563,"United Kingdom",NULL,NULL
537820,21212,"PACK OF 72 RETROSPOT CAKE CASES",1,"12-01-2010 12:23",0.55,12980,"United Kingdom",NULL,NULL
537821,21212,"PACK OF 72 RETROSPOT CAKE CASES",2,"12-01-2010 12:23",0.55,16746,"United Kingdom",NULL,NULL
537822,22585,"PACK OF 6 BIRDY GIFT TAGS",3,"12-01-2010 12:23",1.25,14878,"United Kingdom",NULL,NULL
537823,21121,"SET/10 RED POLKADOT PARTY CANDLES",1,"12-01-2010 12:23",1.25,16743,"United Kingdom",NULL,NULL
537824,21122,"SET/10 PINK POLKADOT PARTY CANDLES",1,"12-01-2010 12:23",1.25,17146,"United Kingdom",NULL,NULL
537825,22759,"SET OF 3 NOTEBOOKS IN PARCEL",1,"12-01-2010 12:23",1.65,12877,"United Kingdom",NULL,NULL
537826,21815,"STAR  T-LIGHT HOLDER ",1,"12-01-2010 12:23",1.45,15394,"United Kingdom",NULL,NULL
537827,85231,"CINAMMON SET OF 9 T-LIGHTS",3,"12-01-2010 12:23",0.85,14621,"United Kingdom",NULL,NULL
537828,85231,"ORANGE SCENTED SET/9 T-LIGHTS",5,"12-01-2010 12:23",0.85,15379,"United Kingdom",NULL,NULL
537829,22082,"RIBBON REEL STRIPES DESIGN ",5,"12-01-2010 12:23",1.65,14309,"United Kingdom",NULL,NULL
537830,22500,"SET OF 2 TINS JARDIN DE PROVENCE",2,"12-01-2010 12:23",4.95,17288,"United Kingdom",NULL,NULL
537831,22742,"MAKE YOUR OWN PLAYTIME CARD KIT",1,"12-01-2010 12:23",2.95,14709,"United Kingdom",NULL,NULL
537832,21329,"DINOSAURS  WRITING SET ",1,"12-01-2010 12:23",1.65,15157,"United Kingdom",NULL,NULL
537833,21328,"BALLOONS  WRITING SET ",1,"12-01-2010 12:23",1.65,17744,"United Kingdom",NULL,NULL
537834,21327,"SKULLS WRITING SET ",1,"12-01-2010 12:23",1.65,16316,"United Kingdom",NULL,NULL
537835,21992,"VINTAGE PAISLEY STATIONERY SET",1,"12-01-2010 12:23",2.95,15620,"United Kingdom",NULL,NULL
537836,21738,"COSY SLIPPER SHOES SMALL  RED ",1,"12-01-2010 12:23",2.95,15789,"United Kingdom",NULL,NULL
537837,48173,"DOORMAT BLACK FLOCK ",1,"12-01-2010 12:23",7.95,16560,"United Kingdom",NULL,NULL
537838,85099,"JUMBO  BAG BAROQUE BLACK WHITE",1,"12-01-2010 12:23",1.95,13534,"United Kingdom",NULL,NULL
537839,22960,"JAM MAKING SET WITH JARS",1,"12-01-2010 12:23",4.25,17580,"United Kingdom",NULL,NULL
537840,85231,"ORANGE SCENTED SET/9 T-LIGHTS",1,"12-01-2010 12:23",0.85,14777,"United Kingdom",NULL,NULL
537841,85231,"CINAMMON SET OF 9 T-LIGHTS",2,"12-01-2010 12:23",0.85,15759,"United Kingdom",NULL,NULL
537842,22866,"HAND WARMER SCOTTY DOG DESIGN",1,"12-01-2010 12:23",2.1,14373,"United Kingdom",NULL,NULL
537843,72818,"CHRISTMAS DECOUPAGE CANDLE",1,"12-01-2010 12:23",0.85,18176,"United Kingdom",NULL,NULL
537844,21814,"HEART T-LIGHT HOLDER ",8,"12-01-2010 12:23",1.45,15366,"United Kingdom",NULL,NULL
537845,22441,"GROW YOUR OWN BASIL IN ENAMEL MUG",1,"12-01-2010 12:23",2.1,14735,"United Kingdom",NULL,NULL
537846,22312,"OFFICE MUG WARMER POLKADOT",1,"12-01-2010 12:23",2.95,16271,"United Kingdom",NULL,NULL
537847,22197,"SMALL POPCORN HOLDER",6,"12-01-2010 12:23",0.85,18223,"United Kingdom",NULL,NULL
537848,22663,"JUMBO BAG DOLLY GIRL DESIGN",1,"12-01-2010 12:23",1.95,15532,"United Kingdom",NULL,NULL
537849,22960,"JAM MAKING SET WITH JARS",6,"12-01-2010 12:23",4.25,16816,"United Kingdom",NULL,NULL
537850,22961,"JAM MAKING SET PRINTED",12,"12-01-2010 12:23",1.45,16684,"United Kingdom",NULL,NULL
537851,21314,"SMALL GLASS HEART TRINKET POT",48,"12-01-2010 12:27",1.85,14334,"United Kingdom",NULL,NULL
537852,84029,"RED WOOLLY HOTTIE WHITE HEART.",24,"12-01-2010 12:27",3.39,16945,"United Kingdom",NULL,NULL
537853,21137,"BLACK RECORD COVER FRAME",480,"12-01-2010 12:27",3.39,14643,"United Kingdom",NULL,NULL
537854,22041,"RECORD FRAME 7" SINGLE SIZE ",48,"12-01-2010 12:27",2.1,15197,"United Kingdom",NULL,NULL
537855,20979,"36 PENCILS TUBE RED RETROSPOT",16,"12-01-2010 12:27",1.25,14220,"United Kingdom",NULL,NULL
537856,20977,"36 PENCILS TUBE WOODLAND",16,"12-01-2010 12:27",1.25,13874,"United Kingdom",NULL,NULL
537858,22619,"SET OF 6 SOLDIER SKITTLES",4,"12-01-2010 12:27",3.75,18260,"United Kingdom",NULL,NULL
537859,22571,"ROCKING HORSE RED CHRISTMAS ",96,"12-01-2010 12:27",0.72,17848,"United Kingdom",NULL,NULL
537860,22595,"CHRISTMAS GINGHAM HEART",144,"12-01-2010 12:27",0.72,17392,"United Kingdom",NULL,NULL
537861,22593,"CHRISTMAS GINGHAM STAR",144,"12-01-2010 12:27",0.72,12348,"United Kingdom",NULL,NULL
537862,22633,"HAND WARMER UNION JACK",12,"12-01-2010 12:27",2.1,14985,"United Kingdom",NULL,NULL
537863,22632,"HAND WARMER RED RETROSPOT",12,"12-01-2010 12:27",2.1,13004,"United Kingdom",NULL,NULL
537864,22423,"REGENCY CAKESTAND 3 TIER",16,"12-01-2010 12:27",10.95,14560,"United Kingdom",NULL,NULL
537865,22411,"JUMBO SHOPPER VINTAGE RED PAISLEY",10,"12-01-2010 12:27",1.95,12931,"United Kingdom",NULL,NULL
